API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_query,API_IPC_android.content.ContextWrapper_sendBroadcast,Network_TotalReceivedBytes,Network_TotalTransmittedBytes,Battery_wakelock,Logcat_error,Logcat_total,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,Memory_PssTotal,Memory_OpenSSLSockets,Memory_LocalBinders,Memory_Views,API_Database_android.content.ContextWrapper_deleteDatabase,API_FileIO_android.content.ContextWrapper_openFileOutput,API_Database_android.content.ContextWrapper_openOrCreateDatabase,type,before
0,0,0,0,0,2,1481,12046,0,0,0,0,0,0,0,76391,0,23,234,0,0,0,Ransomware,1
0,0,0,0,0,4,2956,12093,0,0,0,0,0,0,0,42215,0,10,15,0,0,0,Ransomware,1
0,0,0,0,0,3,649,12750,0,0,0,0,0,0,0,87034,0,46,2140,0,0,0,Ransomware,1
0,0,0,0,0,1,1523,12157,0,1,0,0,0,0,0,44953,0,15,60,0,0,0,Ransomware,1
0,0,0,0,0,3,2330,10357,0,0,0,0,0,0,0,48615,0,14,47,0,0,0,Ransomware,1
0,0,0,0,0,3,2131,10041,0,1,0,0,0,0,0,45817,0,10,19,0,0,0,Ransomware,1
0,0,0,0,0,3,907,14521,0,0,0,0,0,0,0,44058,0,3,0,0,0,0,Ransomware,1
0,0,0,0,0,2,3267,15522,0,1,0,0,0,0,0,48791,0,10,38,0,0,0,Ransomware,1
0,0,0,0,0,2,1517,12143,0,1,0,0,0,0,0,48019,0,8,19,0,0,0,Ransomware,1
0,0,0,0,0,3,760,12474,0,1,0,0,0,0,0,49447,0,9,19,0,0,0,Ransomware,1
0,0,0,0,0,3,1536,12354,0,0,0,0,0,0,0,62417,0,17,94,0,0,0,Ransomware,1
0,0,0,0,0,1,1511,9698,0,1,0,0,0,0,0,61778,0,20,91,0,0,0,Ransomware,1
0,0,0,0,0,2,1516,10472,0,1,0,0,0,0,0,47903,0,10,36,0,0,0,Ransomware,1
0,0,0,0,0,4,1670,15344,0,0,0,0,0,0,0,55475,0,18,90,0,0,0,Ransomware,1
0,0,0,0,0,2,1517,12946,0,1,0,0,0,0,0,49420,0,10,38,0,0,0,Ransomware,1
0,0,0,0,0,4,2193,12814,0,0,0,0,27,0,0,91275,0,26,0,0,0,0,Ransomware,1
0,0,0,0,0,3,2188,10087,0,0,0,0,0,0,0,54212,0,13,23,0,0,0,Ransomware,1
0,0,0,0,0,3,753,9047,0,1,0,0,0,0,0,55746,0,21,55,0,0,0,Ransomware,1
0,0,0,0,0,2,904,11361,0,1,0,0,0,0,0,48289,0,10,19,0,0,0,Ransomware,1
0,0,0,0,0,3,2085,10977,0,1,0,0,0,0,0,43237,0,10,19,0,0,0,Ransomware,1
0,0,0,0,0,3,4172,10935,0,0,13,0,2,0,0,65517,0,22,65,0,0,0,Ransomware,1
0,0,0,0,0,3,1520,12112,0,0,0,0,0,0,0,44598,0,3,0,0,0,0,Ransomware,1
0,0,0,0,0,1,2927,11542,0,1,0,0,0,0,0,48493,0,9,40,0,0,0,Ransomware,1
0,0,0,0,0,2,833,14414,0,1,0,0,0,0,0,48331,0,10,40,0,0,0,Ransomware,1
0,0,0,0,0,3,1487,10609,0,0,0,0,0,0,0,49201,0,14,22,0,0,0,Ransomware,1
0,0,0,0,0,3,1579,8291,0,0,0,0,0,0,0,63434,0,23,44,0,0,0,Ransomware,1
0,0,0,0,0,2,1452,12172,0,1,0,0,0,0,0,49662,0,11,42,0,0,0,Ransomware,1
0,0,0,0,0,3,1764,13267,0,0,0,0,0,0,0,48583,0,12,64,0,0,0,Ransomware,1
0,0,0,0,0,2,2255,17555,0,1,0,0,0,0,0,56873,0,12,25,0,0,0,Ransomware,1
0,0,0,0,0,2,852,9907,0,0,0,0,0,0,0,46266,0,10,19,0,0,0,Ransomware,1
0,0,0,0,0,3,2940,14093,0,0,0,0,0,0,0,40481,0,3,0,0,0,0,Ransomware,1
0,0,0,0,0,2,1907,12825,0,1,0,0,0,0,0,60082,0,12,25,0,0,0,Ransomware,1
0,0,0,0,0,3,2443,10246,0,0,0,0,0,0,0,80599,0,41,314,0,0,0,Ransomware,1
0,0,0,0,0,3,2994,12282,0,0,0,0,0,0,0,33745,0,2,0,0,0,0,Ransomware,1
0,0,0,0,0,3,2696,10908,0,0,0,0,0,0,0,57485,0,10,208,0,0,0,Ransomware,1
0,0,0,0,0,2,1522,8238,0,1,0,0,0,0,0,44843,0,18,50,0,0,0,Ransomware,1
0,0,0,0,0,2,2182,17128,0,0,0,0,0,0,0,47977,0,15,64,0,0,0,Ransomware,1
0,0,0,0,0,3,700,11429,0,0,0,0,0,0,0,43970,0,3,0,0,0,0,Ransomware,1
0,0,0,0,0,3,736,11511,0,0,0,0,0,0,0,86525,0,47,215,0,0,0,Ransomware,1
0,0,0,0,0,2,3265,11131,0,0,0,0,0,0,0,50631,0,15,11,0,0,0,Ransomware,1
0,0,0,0,0,2,2054,9338,0,1,0,0,0,0,0,44439,0,9,19,0,0,0,Ransomware,1
0,0,0,0,0,3,1962,9647,0,0,0,0,0,0,0,70698,0,39,209,0,0,0,Ransomware,1
0,0,0,0,0,2,1526,11742,0,1,0,0,0,0,0,49160,0,10,38,0,0,0,Ransomware,1
0,0,0,0,0,4,2697,11570,0,0,0,0,0,0,0,46267,0,8,3,0,0,0,Ransomware,1
123,164,0,760,1140,7,2039,9134,0,0,0,0,76,21,302,115043,0,50,40,0,0,0,Ransomware,1
0,0,0,0,0,2,1524,9394,0,1,0,0,0,0,0,47482,0,10,19,0,0,0,Ransomware,1
0,0,0,0,0,2,2739,11557,0,1,0,0,0,0,0,49374,0,9,21,0,0,0,Ransomware,1
0,0,0,0,0,3,1513,15760,0,0,0,0,0,0,0,54875,0,9,47,0,0,0,Ransomware,1
0,0,0,0,0,2,2196,8581,0,0,0,0,0,0,0,37077,0,2,0,0,0,0,Ransomware,1
0,0,0,0,0,3,5968,13268,0,0,0,0,0,0,0,36795,0,3,0,0,0,0,Ransomware,1
0,0,0,0,0,4,892,11093,0,1,0,0,0,0,0,50539,0,9,21,0,0,0,Ransomware,1
0,0,0,0,0,3,1766,12946,0,0,0,0,0,0,0,47065,0,3,0,0,0,0,Ransomware,1
0,0,0,0,0,3,1517,14001,0,1,1,0,0,0,0,49569,0,10,19,0,0,0,Ransomware,1
0,0,0,0,0,4,1490,10207,0,0,0,0,0,0,0,53613,0,25,65,0,0,0,Ransomware,1
0,0,0,0,0,3,2309,8775,0,1,0,0,0,0,0,39595,0,11,35,0,0,0,Ransomware,1
0,0,0,0,0,4,1525,10534,0,0,3,0,22,0,50,80682,0,48,59,0,2,0,Ransomware,1
0,0,0,0,0,2,1949,9116,0,0,0,0,0,0,0,55171,0,14,95,0,0,0,Ransomware,1
0,0,0,0,0,2,5134,12523,0,1,0,0,0,0,0,48618,0,10,38,0,0,0,Ransomware,1
0,0,0,0,0,2,911,16112,0,1,0,0,0,0,0,48996,0,11,38,0,0,0,Ransomware,1
0,0,0,0,0,3,2037,11668,0,0,0,0,0,0,0,71590,0,37,203,0,0,0,Ransomware,1
0,0,0,0,0,2,2419,7704,0,0,0,0,0,0,0,43197,0,12,48,0,0,0,Ransomware,1
0,0,0,0,0,3,3178,11955,0,0,0,0,0,0,0,44942,0,19,19,0,0,0,Ransomware,1
0,0,0,0,0,5,2202,10194,0,0,0,0,0,0,4,29570,0,4,0,0,0,0,Ransomware,1
0,0,0,0,0,3,3098,10131,0,0,0,0,1,0,0,49133,0,9,294,0,0,0,Ransomware,1
0,0,0,27039,16354,4,2796,11883,0,0,10,0,24,0,48,96376,0,52,72,0,11,0,Ransomware,1
0,0,0,0,0,3,2059,13823,0,1,0,0,0,0,0,50414,0,10,40,0,0,0,Ransomware,1
0,0,0,0,0,2,839,13011,0,1,0,0,0,0,0,49708,0,9,19,0,0,0,Ransomware,1
0,0,0,0,0,2,1509,14200,0,1,0,0,0,0,0,49351,0,9,19,0,0,0,Ransomware,1
0,0,0,0,0,1,815,11904,0,1,0,0,0,0,0,56499,0,14,35,0,0,0,Ransomware,1
0,0,0,0,0,3,881,10014,0,1,0,0,0,0,0,46572,0,10,19,0,0,0,Ransomware,1
0,0,0,0,0,3,1870,13602,0,0,0,0,0,0,0,44460,0,3,0,0,0,0,Ransomware,1
1,0,8,979701,42723,6,909,12515,0,0,0,0,6,6,12,108334,0,39,462,0,0,0,Ransomware,1
0,0,0,0,0,2,751,10824,0,0,0,0,0,0,0,57161,0,14,25,0,0,0,Ransomware,1
0,0,0,0,0,3,899,13295,0,1,0,0,0,0,0,52568,0,9,38,0,0,0,Ransomware,1
0,0,0,0,0,2,1131,12386,0,0,0,0,0,0,0,55074,0,15,17,0,0,0,Ransomware,1
0,0,0,0,0,4,2028,10322,0,0,0,0,0,0,0,85380,0,39,357,0,0,0,Ransomware,1
0,0,0,0,0,2,912,14022,0,0,0,0,0,0,0,47735,0,10,13,0,0,0,Ransomware,1
0,0,0,0,0,2,2319,10003,0,1,0,0,0,0,0,45987,0,10,19,0,0,0,Ransomware,1
0,0,0,0,0,2,3464,11358,0,0,0,0,0,0,0,35573,0,2,0,0,0,0,Ransomware,1
0,0,0,0,0,3,2030,7581,0,0,0,0,0,0,0,47556,0,9,8,0,0,0,Ransomware,1
0,0,0,0,0,4,1879,10661,0,0,0,0,0,0,0,64136,0,34,117,0,0,0,Ransomware,1
0,0,0,0,0,3,993,9091,0,0,0,0,0,0,0,80838,0,37,357,0,0,0,Ransomware,1
0,0,0,3290,825,4,2501,9580,0,0,1,0,0,0,0,47116,0,5,16,0,0,0,Ransomware,1
0,0,0,0,0,5,1071,9837,0,1,0,0,0,0,0,47545,0,10,40,0,0,0,Ransomware,1
0,0,0,0,0,3,1520,12538,0,1,0,0,0,0,0,45822,0,10,19,0,0,0,Ransomware,1
0,0,0,0,0,3,2251,10834,0,1,0,0,0,0,0,49092,0,9,19,0,0,0,Ransomware,1
0,0,0,0,0,5,1521,9953,0,1,1,0,0,0,0,48801,0,10,21,0,0,0,Ransomware,1
0,0,0,0,0,2,2199,9612,0,0,0,0,0,0,0,47798,0,21,74,0,0,0,Ransomware,1
0,0,0,0,0,2,3033,12817,0,1,0,0,0,0,0,48975,0,9,19,0,0,0,Ransomware,1
0,0,0,0,0,4,4025,11365,0,0,0,0,1,1,2,55011,0,5,36,0,1,0,Ransomware,1
0,0,0,0,0,2,834,11724,0,1,0,0,0,0,0,48419,0,9,40,0,0,0,Ransomware,1
0,0,0,0,0,3,2219,9942,0,0,0,0,0,0,0,52364,0,16,23,0,0,0,Ransomware,1
0,0,0,0,0,2,813,11856,0,1,0,0,0,0,0,49575,0,11,38,0,0,0,Ransomware,1
0,0,0,0,0,4,2454,11131,0,0,0,0,0,0,0,45472,0,8,3,0,0,0,Ransomware,1
0,0,0,0,0,2,1784,14264,0,0,0,0,0,0,0,53167,0,10,37,0,0,0,Ransomware,1
0,0,0,0,0,1,2603,11353,0,1,0,0,0,0,0,45319,0,10,19,0,0,0,Ransomware,1
0,0,0,0,0,4,3144,13071,0,0,0,0,0,0,0,44751,0,7,3,0,0,0,Ransomware,1
0,0,0,0,0,4,1831,9833,0,1,0,0,0,0,0,52887,0,18,51,0,0,0,Ransomware,1
0,0,0,0,0,3,2168,12184,0,0,0,0,0,0,76,41206,0,3,0,0,0,0,Ransomware,1
0,0,0,0,0,2,753,12223,0,1,0,0,0,0,0,45064,0,10,19,0,0,0,Ransomware,1
0,0,0,0,13272,3,2549,18194,0,0,0,0,192,20,0,121105,0,39,22,0,0,0,Ransomware,1
0,0,0,0,0,2,836,12507,0,1,0,0,0,0,0,47288,0,9,19,0,0,0,Ransomware,1
0,0,0,0,0,2,3355,11420,0,0,0,0,0,0,0,36219,0,2,0,0,0,0,Ransomware,1
0,0,0,0,0,4,777,11226,0,0,0,0,0,0,0,44680,0,9,3,0,0,0,Ransomware,1
0,0,0,0,0,3,2206,9741,0,1,0,0,0,0,0,46806,0,8,21,0,0,0,Ransomware,1
0,0,0,0,0,3,860,10158,0,0,0,0,0,0,0,39465,0,3,0,0,0,0,Ransomware,1
0,0,0,0,0,3,998,12513,0,1,0,0,0,0,0,47621,0,9,38,0,0,0,Ransomware,1
0,0,0,0,0,2,3854,9982,0,1,0,0,0,0,0,47911,0,20,53,0,0,0,Ransomware,1
0,0,0,0,0,3,898,11608,0,0,0,0,0,0,0,45130,0,3,0,0,0,0,Ransomware,1
0,0,0,0,0,2,1485,10308,0,0,0,0,0,0,0,57457,0,12,26,0,0,0,Ransomware,1
0,0,0,0,0,2,2189,11004,0,1,0,0,0,0,0,42085,0,9,19,0,0,0,Ransomware,1
0,0,0,0,0,2,3878,10838,0,1,0,0,0,0,0,49473,0,10,40,0,0,0,Ransomware,1
0,0,0,0,0,2,3008,11247,0,1,0,0,0,0,0,47072,0,11,40,0,0,0,Ransomware,1
0,0,0,0,0,2,1518,12545,0,1,0,0,0,0,0,49069,0,9,19,0,0,0,Ransomware,1
0,0,0,0,0,4,1517,9894,0,0,0,0,26,0,0,81020,0,22,0,0,0,0,Ransomware,1
0,0,0,0,0,4,1507,10896,0,0,0,0,0,0,0,48733,0,12,18,0,0,0,Ransomware,1
0,0,0,0,0,3,925,11386,0,0,0,0,0,0,0,59773,0,20,80,0,0,0,Ransomware,1
0,0,0,0,0,2,1370,12246,0,1,0,0,0,0,0,48785,0,11,40,0,0,0,Ransomware,1
2,0,0,0,0,4,675,10845,0,0,0,0,0,0,0,55681,0,20,97,0,0,0,Ransomware,1
0,0,0,0,0,2,2927,12167,0,1,0,0,0,0,0,49992,0,11,40,0,0,0,Ransomware,1
0,0,0,0,0,3,3131,10302,0,0,0,0,0,0,0,80086,0,19,34,0,0,0,Ransomware,1
0,0,0,0,0,1,4151,11395,0,0,0,0,0,0,0,56423,0,23,94,0,0,0,Ransomware,1
0,0,0,0,0,2,1514,20210,0,0,0,0,0,0,0,53153,0,14,26,0,0,0,Ransomware,1
0,0,0,0,0,3,843,14199,0,3,0,0,0,0,0,49003,0,10,19,0,0,0,Ransomware,1
0,0,0,0,0,3,1737,10941,0,0,0,0,22,0,0,73730,0,128,421,0,0,0,Ransomware,1
0,0,0,0,0,2,728,9327,0,0,0,0,0,0,0,81120,0,43,376,0,0,0,Ransomware,1
0,0,0,0,0,1,1517,12635,0,1,0,0,0,0,0,50079,0,8,19,0,0,0,Ransomware,1
0,0,0,0,0,4,3098,12694,0,1,0,0,0,0,0,48163,0,10,19,0,0,0,Ransomware,1
0,0,0,0,0,1,1790,12092,0,0,0,0,0,0,0,44995,0,16,78,0,0,0,Ransomware,1
0,0,0,0,0,2,3314,13730,0,1,0,0,0,0,0,50188,0,11,38,0,0,0,Ransomware,1
21,78,0,5929961,266921,7,3089,10338,0,0,0,0,25,8,90,135984,0,81,15,0,2,0,Ransomware,1
0,0,0,0,0,4,1729,11425,0,1,0,0,0,0,0,48569,0,23,77,0,0,0,Ransomware,1
0,0,0,0,0,3,765,7707,0,1,0,0,0,0,0,46263,0,13,55,0,0,0,Ransomware,1
0,0,0,0,0,2,1887,10434,0,0,0,0,0,0,0,80220,0,49,196,0,0,0,Ransomware,1
0,0,0,0,0,2,2058,10146,0,0,0,0,0,0,0,74591,0,39,358,0,0,0,Ransomware,1
0,0,0,0,0,3,3603,11916,0,0,0,0,0,0,0,53143,0,13,11,0,0,0,Ransomware,1
6,0,1020,0,0,4,1761,8886,0,0,2,0,321,0,0,195061,0,42,40,0,0,0,Ransomware,1
0,0,0,0,0,2,5094,14509,0,0,0,0,0,0,0,40911,0,8,4,0,0,0,Ransomware,1
0,0,0,0,0,2,1840,9250,0,1,0,0,0,0,0,65889,0,22,89,0,0,0,Ransomware,1
0,0,0,0,0,2,867,13548,0,1,0,0,0,0,0,48239,0,10,40,0,0,0,Ransomware,1
0,0,0,0,0,3,2754,11607,0,0,0,0,0,0,0,48475,0,10,7,0,0,0,Ransomware,1
0,0,0,0,0,2,1514,12645,0,0,0,0,0,0,0,59074,0,12,23,0,0,0,Ransomware,1
0,0,0,0,0,2,2953,11843,0,1,0,0,0,0,0,47902,0,9,38,0,0,0,Ransomware,1
0,0,0,0,0,3,5638,13532,0,0,1,1,0,0,0,37109,0,5,7,0,0,0,Ransomware,1
0,0,0,0,0,4,1511,9679,0,0,0,0,0,0,0,60485,0,17,31,0,0,0,Ransomware,1
0,0,0,0,0,3,2760,16654,0,0,0,0,0,0,0,39042,0,2,0,0,0,0,Ransomware,1
0,0,0,0,0,2,1517,11606,0,0,0,0,0,0,0,55144,0,14,23,0,0,0,Ransomware,1
0,0,0,0,0,3,912,13600,0,1,0,0,0,0,0,49158,0,9,38,0,0,0,Ransomware,1
0,0,0,0,0,4,3188,13102,0,1,0,0,0,0,0,49689,0,11,38,0,0,0,Ransomware,1
0,0,0,0,0,4,1841,12153,0,1,0,0,0,0,0,49739,0,10,40,0,0,0,Ransomware,1
0,0,0,0,0,4,5308,13202,0,0,0,0,22,0,0,88709,0,20,4,0,0,0,Ransomware,1
0,0,0,0,0,2,2116,14836,0,1,0,0,0,0,0,50615,0,9,19,0,0,0,Ransomware,1
0,0,0,0,0,3,1481,12362,0,1,0,0,0,0,0,46816,0,11,19,0,0,0,Ransomware,1
0,0,0,0,0,4,2146,14094,0,0,0,0,20,0,0,39609,0,8,4,0,0,0,Ransomware,1
0,0,0,0,0,2,1723,8774,0,1,0,0,0,0,0,44068,0,16,44,0,0,0,Ransomware,1
0,0,0,0,0,4,2968,11385,0,1,0,0,0,0,0,46616,0,9,40,0,0,0,Ransomware,1
0,0,0,0,0,4,1475,8130,0,0,0,0,0,0,0,54710,0,14,16,0,0,0,Ransomware,1
0,0,0,0,0,2,2975,11828,0,1,0,0,0,0,0,46529,0,10,38,0,0,0,Ransomware,1
0,0,0,0,0,2,1855,8594,0,0,0,0,0,0,0,67463,0,23,66,0,0,0,Ransomware,1
0,0,0,0,0,2,2776,12717,0,1,0,0,0,0,0,48422,0,10,40,0,0,0,Ransomware,1
0,0,0,0,0,2,1537,7407,0,0,0,0,0,0,0,46960,0,12,48,0,0,0,Ransomware,1
0,0,0,0,0,2,1519,9018,0,1,0,0,0,0,0,82972,0,29,102,0,0,0,Ransomware,1
0,0,0,0,0,2,3013,13469,0,1,0,0,0,0,0,49165,0,11,19,0,0,0,Ransomware,1
0,0,0,0,0,3,2260,8622,0,0,0,0,0,0,0,51808,0,26,171,0,0,0,Ransomware,1
0,0,0,0,0,2,2053,9568,0,0,0,0,0,0,0,51364,0,19,98,0,0,0,Ransomware,1
0,0,0,0,0,3,2644,11725,0,1,0,0,0,0,0,42969,0,10,38,0,0,0,Ransomware,1
0,0,0,0,0,5,2064,13042,0,1,0,0,0,0,0,50604,0,10,38,0,0,0,Ransomware,1
0,0,0,0,0,1,2661,11400,0,1,0,0,0,0,0,46015,0,9,19,0,0,0,Ransomware,1
0,0,0,0,0,3,2930,12966,0,1,0,0,0,0,0,43142,0,9,19,0,0,0,Ransomware,1
0,0,0,0,0,2,5281,12781,0,1,0,0,0,0,0,49122,0,11,38,0,0,0,Ransomware,1
0,0,0,0,0,3,8667,16556,0,1,0,0,0,0,0,47490,0,9,19,0,0,0,Ransomware,1
0,0,0,0,0,2,1516,16014,0,1,0,0,0,0,0,52519,0,10,19,0,0,0,Ransomware,1
0,0,0,0,0,2,901,12447,0,1,0,0,0,0,0,47260,0,9,19,0,0,0,Ransomware,1
0,0,0,0,0,3,1520,11163,0,0,0,0,0,0,0,56921,0,13,38,0,0,0,Ransomware,1
0,0,0,0,0,2,5021,12525,0,1,0,0,0,0,0,48191,0,10,38,0,0,0,Ransomware,1
0,0,0,0,0,3,5486,12733,0,1,0,0,0,0,0,45604,0,10,19,0,0,0,Ransomware,1
0,0,0,0,0,3,4045,12470,0,0,0,0,0,0,0,45047,0,3,0,0,0,0,Ransomware,1
0,0,0,0,0,5,2051,10175,0,1,0,0,0,0,0,45626,0,10,36,0,0,0,Ransomware,1
0,0,0,0,0,3,1521,17084,0,1,0,0,0,0,0,50311,0,10,38,0,0,0,Ransomware,1
0,0,0,0,0,3,1873,14764,0,0,0,0,0,0,0,48000,0,3,0,0,0,0,Ransomware,1
0,0,0,0,0,3,5882,13808,0,1,0,0,0,0,0,49262,0,11,38,0,0,0,Ransomware,1
0,0,0,0,0,2,2838,11874,0,1,0,0,0,0,0,49424,0,10,38,0,0,0,Ransomware,1
0,0,0,0,0,2,620,8885,0,0,0,0,0,0,0,79224,0,34,335,0,0,0,Ransomware,1
0,0,0,0,0,3,709,9801,0,0,0,0,0,0,0,83228,0,37,357,0,0,0,Ransomware,1
0,0,0,0,0,4,1725,8667,0,0,0,0,0,0,0,88353,0,47,335,0,0,0,Ransomware,1
0,0,0,0,0,2,3511,12972,0,0,0,0,0,0,0,39402,0,2,0,0,0,0,Ransomware,1
0,0,0,0,0,3,5220,12705,0,1,0,0,0,0,0,46813,0,9,19,0,0,0,Ransomware,1
0,0,0,0,0,3,2285,13361,0,1,0,0,0,0,0,50878,0,10,19,0,0,0,Ransomware,1
0,0,0,0,0,3,766,11984,0,0,0,0,0,0,0,46362,0,3,0,0,0,0,Ransomware,1
0,0,0,0,0,3,3297,13970,0,0,0,0,0,0,0,42278,0,10,19,0,0,0,Ransomware,1
0,0,0,0,0,3,3230,9655,0,1,0,0,0,0,0,64015,0,30,93,0,0,0,Ransomware,1
0,0,0,0,0,2,1650,8955,0,0,0,0,0,0,0,77130,0,34,178,0,0,0,Ransomware,1
0,0,0,0,0,5,3449,10118,0,0,0,0,0,0,6,30612,0,4,0,0,0,0,Ransomware,1
0,0,0,0,0,2,1183,6794,0,0,0,0,0,0,0,53722,0,9,10,0,0,0,Ransomware,1
0,0,0,0,0,2,1514,7936,0,1,0,0,0,0,0,58921,0,16,202,0,0,0,Ransomware,1
0,0,0,0,0,2,2991,12953,0,1,0,0,0,0,0,50036,0,10,19,0,0,0,Ransomware,1
0,0,0,0,0,2,2937,17359,0,0,0,0,0,0,0,54638,0,13,29,0,0,0,Ransomware,1
0,0,0,0,0,2,4444,11352,0,1,0,0,0,0,0,48858,0,10,19,0,0,0,Ransomware,1
0,0,0,0,0,2,2927,12375,0,1,0,0,0,0,0,46451,0,12,40,0,0,0,Ransomware,1
0,0,0,0,0,3,4636,12191,0,1,0,0,0,0,0,49089,0,10,38,0,0,0,Ransomware,1
0,0,0,0,0,3,2845,10408,0,0,0,0,0,0,0,85109,0,42,235,0,0,0,Ransomware,1
0,0,0,0,0,2,2342,10809,0,0,0,0,0,0,0,53895,0,16,83,0,0,0,Ransomware,1
0,0,0,0,0,2,4414,11918,0,1,0,0,0,0,0,48507,0,10,19,0,0,0,Ransomware,1
0,0,0,0,0,4,1115,12273,0,0,0,0,0,0,0,45784,0,11,7,0,0,0,Ransomware,1
0,0,0,0,0,5,884,12251,0,0,0,0,19,0,0,45718,0,20,30,0,0,0,Ransomware,1
0,0,0,0,0,2,750,9183,0,0,0,0,0,0,0,62770,0,18,62,0,0,0,Ransomware,1
0,0,0,0,0,3,1507,11182,0,0,0,0,0,0,0,57640,0,18,85,0,0,0,Ransomware,1
0,0,0,0,0,2,1860,9919,0,0,0,0,0,0,0,76820,0,49,195,0,0,0,Ransomware,1
0,0,0,0,0,2,3443,13747,0,1,0,0,0,0,0,50250,0,11,38,0,0,0,Ransomware,1
0,0,0,0,0,3,2710,8293,0,0,0,0,0,0,0,64032,0,14,36,0,0,0,Ransomware,1
0,0,0,0,0,4,3727,10455,0,0,0,0,0,0,0,44236,0,7,3,0,0,0,Ransomware,1
0,0,0,0,0,2,3412,14129,0,1,0,0,0,0,0,46613,0,9,38,0,0,0,Ransomware,1
0,0,0,0,0,3,1870,9169,0,0,0,0,0,0,0,79418,0,42,354,0,0,0,Ransomware,1
0,0,0,0,0,2,893,11027,0,0,0,0,0,0,0,54338,0,15,34,0,0,0,Ransomware,1
0,0,0,0,0,3,3904,16375,0,0,0,0,0,0,0,31044,0,2,0,0,0,0,Ransomware,1
0,0,0,0,0,3,859,10536,0,1,0,0,0,0,0,47289,0,10,21,0,0,0,Ransomware,1
0,0,0,0,0,3,1889,10559,0,0,0,0,0,0,0,82664,0,39,234,0,0,0,Ransomware,1
0,0,0,0,0,2,921,12375,0,1,0,0,0,0,0,47870,0,9,40,0,0,0,Ransomware,1
0,0,0,0,0,4,913,10238,0,0,0,0,0,0,0,82625,0,19,27,0,0,0,Ransomware,1
